userId,movieId,rating
1,1123,3.0
1,691,4.0
1,1082,4.0
1,351,4.0
1,235,5.0
1,858,5.0
1,768,3.0
1,177,5.0
1,493,4.0
1,514,5.0
1,213,5.0
1,614,5.0
1,726,3.0
1,1038,5.0
1,1114,4.0
1,851,5.0
3,283,0.5
3,19,3.0
3,1022,2.0
3,1175,3.0
3,314,2.0
3,1156,3.0
3,764,3.0
3,712,4.0
3,894,5.0
4,399,3.0
4,993,2.0
4,774,3.0
4,609,2.0
4,844,3.0
4,533,3.0
4,450,4.0
4,234,5.0
4,711,1.0
4,173,5.0
4,269,3.0
4,917,5.0
4,457,2.0
4,365,5.0
4,1069,1.0
4,372,5.0
4,1072,2.0
4,868,3.0
4,879,5.0
5,221,4.0
5,24,4.0
5,863,4.0
5,79,4.0
5,279,3.0
5,153,4.0
5,1012,5.0
5,459,4.0
5,821,3.0
5,332,4.0
5,1084,5.0
5,574,3.0
5,203,4.0
6,915,4.0
6,877,5.0
6,288,3.0
6,1067,5.0
6,123,4.0
6,960,4.0
6,469,3.0
6,136,3.0
6,495,4.0
6,53,3.0
6,925,4.0
6,786,4.0
6,727,4.0
6,1095,2.0
6,347,2.0
6,301,5.0
6,958,4.0
6,69,3.0
6,715,4.0
6,1029,3.0
6,356,3.0
6,881,4.0
6,776,4.0
6,6,5.0
6,992,4.0
6,820,4.0
6,749,4.0
6,639,4.0
6,888,1.0
6,339,4.0
6,959,4.0
6,1112,4.0
6,471,4.0
6,158,3.0
6,651,3.0
6,592,4.0
6,113,3.0
6,455,5.0
6,1005,3.0
6,790,2.0
6,671,4.0
6,39,4.0
6,722,4.0
6,966,4.0
6,108,3.0
6,368,1.0
6,401,4.0
6,578,3.0
6,1071,5.0
6,1132,4.0
6,1113,3.0
6,340,3.0
6,84,3.0
6,967,3.0
6,1004,4.0
6,909,4.0
6,1018,4.0
6,964,4.0
6,541,4.0
6,278,3.0
6,624,4.0
6,1147,3.0
6,883,5.0
6,494,3.0
6,93,3.0
6,1094,3.0
6,1100,5.0
6,166,3.0
6,781,3.0
6,681,3.0
6,897,3.0
6,686,1.0
6,688,2.0
6,583,3.0
6,667,3.0
6,25,3.0
6,152,3.0
6,227,2.0
6,829,4.0
6,908,3.0
6,5,3.0
6,626,3.0
6,741,3.0
6,139,4.0
6,815,3.0
6,1044,3.0
6,1111,4.0
6,184,4.0
6,792,4.0
6,866,3.0
6,677,2.0
6,197,3.0
6,10,4.0
6,512,3.0
6,397,4.0
6,1105,5.0
6,611,3.0
6,936,2.0
6,254,4.0
6,762,4.0
6,413,3.0
6,128,3.0
6,181,3.0
6,46,5.0
6,484,4.0
6,36,3.0
6,1003,4.0
6,702,3.0
6,85,3.0
6,580,3.0
6,1136,5.0
6,122,3.0
6,1017,4.0
6,426,5.0
7,465,4.5
7,743,4.5
7,118,3.0
7,422,4.5
7,220,4.0
7,802,5.0
7,458,5.0
7,713,3.0
7,373,5.0
7,1011,5.0
7,635,2.0
7,531,3.0
7,1046,2.5
7,289,3.0
7,198,5.0
7,252,3.5
7,1165,4.0
7,648,4.0
7,268,4.5
7,807,3.0
7,754,4.0
7,525,4.0
7,172,1.5
7,3,4.0
7,1137,4.0
7,282,4.0
7,311,5.0
7,793,5.0
7,922,1.5
7,1016,5.0
7,799,3.5
7,718,5.0
7,159,4.0
7,642,3.0
7,824,3.0
7,57,0.5
8,499,4.0
8,561,2.0
8,860,4.0
8,178,4.0
8,552,3.0
8,462,5.0
8,872,3.0
8,934,4.0
8,411,5.0
8,990,3.0
8,1096,3.0
8,896,4.0
8,546,2.0
8,219,5.0
8,348,4.0
8,610,3.0
8,1041,4.0
8,617,3.0
8,890,3.0
8,448,3.0
8,183,5.0
9,456,3.0
9,74,3.0
9,349,4.0
9,464,3.0
9,508,3.0
9,38,4.0
9,738,5.0
9,95,2.0
9,398,5.0
9,344,5.0
9,192,4.0
9,337,2.0
9,1158,3.0
9,760,4.0
9,955,3.0
9,100,5.0
9,324,3.0
9,402,2.0
9,747,2.0
9,775,3.0
9,825,3.0
9,366,1.0
10,708,1.0
10,112,3.5
10,1039,2.5
10,906,4.5
10,246,3.0
10,584,3.0
10,973,5.0
10,1131,3.0
10,1128,4.0
10,99,2.5
10,573,3.0
10,940,5.0
10,918,5.0
10,1122,3.0
10,1121,4.5
10,857,1.5
10,59,3.5
10,188,3.5
10,170,3.0
10,449,3.5
10,572,4.5
10,381,2.5
10,171,2.0
10,622,3.0
10,891,2.0
10,1009,2.5
10,560,3.5
10,1162,4.5
10,706,0.5
10,1007,3.5
10,569,4.0
10,354,4.5
10,447,3.0
10,1053,3.0
10,983,0.5
10,608,5.0
10,427,2.5
10,418,3.5
10,290,3.0
10,873,3.5
10,72,3.5
10,388,2.5
10,723,3.0
10,982,3.0
10,998,2.0
10,536,3.0
10,312,5.0
10,800,3.5
10,953,2.5
10,1135,5.0
10,919,3.5
10,2,3.5
10,281,2.0
10,709,3.5
10,404,3.0
10,407,3.5
10,1133,4.0
10,107,3.0
10,328,3.0
10,23,5.0
10,737,5.0
10,375,4.5
10,1078,4.0
10,52,4.0
10,336,3.0
10,650,3.5
10,248,5.0
10,483,0.5
10,1134,1.0
10,361,3.0
10,370,4.0
10,232,4.0
10,838,4.0
10,442,2.5
10,527,3.5
10,300,4.5
10,655,1.0
10,631,2.0
10,1141,0.5
10,87,0.5
10,326,4.0
10,615,4.0
10,654,4.5
10,1020,4.0
10,931,1.0
10,670,3.5
10,911,5.0
10,440,4.0
10,134,5.0
11,638,5.0
11,364,4.0
11,581,2.0
11,29,3.0
11,119,5.0
11,518,5.0
11,889,3.0
11,612,3.0
11,570,4.0
11,972,3.0
11,1068,4.0
11,360,4.0
11,131,5.0
11,306,5.0
11,595,3.0
11,952,2.0
11,1157,3.0
11,939,4.0
11,895,3.0
11,507,5.0
11,1125,3.0
11,606,4.0
11,676,4.0
11,684,3.0
11,111,5.0
11,567,4.0
11,643,5.0
11,318,4.0
12,633,4.0
12,369,5.0
12,129,5.0
12,259,5.0
12,587,4.5
12,1077,3.0
12,721,3.5
12,937,3.5
12,625,4.0
12,553,5.0
12,604,4.5
12,105,3.5
12,950,5.0
12,618,3.0
12,390,5.0
12,316,3.5
12,1013,5.0
12,147,3.5
12,330,3.0
12,545,5.0
12,359,5.0
12,231,5.0
12,18,4.0
12,476,5.0
12,551,5.0
12,867,4.5
12,751,4.5
12,49,4.0
12,554,5.0
12,1059,5.0
12,206,5.0
12,162,5.0
13,204,5.0
13,995,1.0
13,200,3.0
13,784,3.0
13,1139,5.0
13,779,4.0
13,376,4.0
13,874,4.0
13,210,3.0
13,509,3.0
13,255,2.0
13,783,5.0
13,304,4.0
13,1150,2.0
13,668,3.0
13,239,5.0
13,400,4.0
13,521,3.0
13,137,4.0
13,386,4.0
13,977,4.0
13,272,4.0
13,216,4.0
13,157,3.0
13,948,4.0
13,353,3.0
13,127,3.0
13,542,5.0
13,1031,5.0
13,699,4.0
14,827,3.0
14,201,3.0
14,659,1.0
14,1008,4.0
14,562,4.0
14,142,3.0
14,1045,5.0
14,1055,5.0
14,1118,3.0
14,1149,5.0
14,1176,4.0
14,441,2.0
14,28,3.0
14,1106,3.0
14,205,5.0
14,420,5.0
14,335,4.0
14,999,3.0
14,777,5.0
14,156,4.0
14,500,2.0
14,646,3.0
14,71,4.0
14,387,1.0
14,679,4.0
14,209,3.0
14,438,4.0
14,951,4.0
14,104,3.0
14,379,3.0
14,421,4.0
14,886,3.0
14,226,3.0
14,185,3.0
14,443,5.0
14,1092,3.0
14,938,3.0
14,477,4.0
14,1160,3.0
14,912,3.0
14,539,4.0
14,1027,3.0
14,1093,4.0
14,224,2.0
14,292,4.0
14,813,3.0
14,627,1.0
15,8,2.5
15,149,1.0
15,695,3.5
15,223,1.0
15,310,1.0
15,42,3.0
15,115,5.0
15,661,3.0
15,835,4.0
15,297,5.0
15,653,1.0
15,705,3.0
15,538,5.0
15,665,3.0
15,520,5.0
15,187,2.0
15,1006,3.5
15,1127,2.0
15,237,4.0
15,1171,5.0
15,862,4.0
15,21,5.0
15,620,5.0
15,130,5.0
15,1098,4.0
15,707,3.5
15,33,5.0
15,791,3.0
15,1104,3.0
15,1076,4.5
15,161,2.5
15,664,5.0
15,345,5.0
15,903,4.0
15,704,3.5
15,801,3.0
15,1088,1.5
15,529,5.0
15,1051,2.5
15,433,4.5
15,467,4.0
15,700,3.0
15,295,4.0
15,745,4.5
15,975,2.5
15,913,5.0
15,716,5.0
15,291,4.0
15,1074,5.0
15,1075,3.5
15,556,4.0
15,478,5.0
15,431,1.5
15,362,3.0
15,91,4.0
15,415,3.0
15,589,4.0
15,110,3.5
15,549,1.5
15,193,3.0
15,929,4.0
15,245,5.0
15,75,3.5
15,864,3.5
15,588,5.0
15,689,4.0
15,302,3.0
15,54,3.5
15,202,2.0
15,1115,5.0
15,1107,3.0
15,731,3.0
15,607,3.5
15,1014,3.0
15,338,2.5
15,748,3.5
15,385,2.5
15,92,5.0
15,720,4.5
15,914,3.0
15,194,4.5
15,303,3.0
15,924,3.5
15,647,2.0
15,1099,2.0
15,798,3.5
15,733,3.0
15,394,4.0
15,853,3.0
15,986,3.5
15,571,4.0
15,526,4.0
15,822,2.5
15,154,3.0
15,298,3.5
15,901,5.0
15,14,4.5
15,893,3.5
15,1015,2.0
15,1058,3.0
15,225,2.0
15,846,3.0
15,41,3.0
15,423,4.0
15,854,1.0
15,818,4.0
15,644,3.5
15,43,4.0
15,1163,2.0
15,13,4.0
15,271,1.5
15,1061,4.5
15,954,4.5
15,60,1.5
15,1066,2.0
15,313,2.0
15,1085,2.5
15,1089,5.0
15,70,2.0
15,666,2.0
15,673,1.0
15,640,4.0
15,61,4.5
15,265,3.0
15,211,5.0
15,363,3.0
15,649,3.5
15,355,3.5
15,739,5.0
15,261,3.5
16,309,4.0
16,138,4.5
16,947,2.0
16,823,3.0
16,34,4.0
16,630,3.0
16,759,4.0
16,196,4.0
16,585,3.5
16,346,4.0
16,1146,4.5
16,12,3.0
16,814,4.5
16,503,4.0
16,678,4.0
16,591,4.5
16,540,4.0
16,116,2.5
16,559,3.5
16,392,3.5
16,1086,4.0
16,274,3.5
16,160,4.0
16,1037,4.0
16,680,4.0
16,383,4.0
16,761,3.5
16,27,2.5
16,576,4.0
16,321,3.0
16,393,4.0
16,293,3.5
16,876,5.0
16,558,3.0
16,395,4.0
16,191,4.0
16,641,4.0
16,83,3.5
16,20,4.0
16,902,3.0
16,474,4.5
16,444,4.0
16,1087,4.0
16,773,4.0
16,710,4.5
16,88,4.0
16,771,4.0
16,819,4.0
16,1108,4.0
16,672,3.0
16,258,4.0
16,907,3.5
16,48,3.5
16,1035,3.5
16,742,4.0
16,996,3.5
16,869,3.5
16,26,1.5
16,199,3.0
16,660,3.5
16,257,3.0
16,432,3.5
16,50,3.5
16,417,3.5
16,663,3.5
16,833,4.0
16,452,3.5
16,1090,4.0
16,619,3.5
16,419,3.5
16,636,4.0
16,11,4.0
16,82,4.0
16,513,3.0
16,334,4.5
16,396,3.5
16,284,4.0
16,945,3.5
16,1025,4.5
16,969,4.0
16,575,3.5
16,307,4.0
16,905,3.5
16,341,3.5
16,599,3.5
16,697,3.5
16,696,4.0
16,637,4.0
16,22,4.0
16,487,4.5
16,114,4.0
16,968,4.0
16,323,4.5
16,109,3.0
16,275,4.5
17,1148,4.5
17,9,3.5
17,962,4.0
17,329,4.5
17,1110,4.5
17,352,4.0
17,756,3.5
17,117,5.0
17,757,3.5
17,429,5.0
17,871,5.0
17,325,4.5
17,601,4.5
17,935,3.5
17,832,4.5
17,794,4.5
17,479,4.5
17,900,4.5
17,1060,4.5
17,755,4.0
17,692,5.0
17,1056,3.5
17,1129,4.0
17,215,3.5
17,736,4.5
17,377,4.0
17,1010,4.0
17,4,4.5
17,317,4.0
17,1036,3.5
17,240,4.5
17,236,5.0
17,228,3.5
17,94,4.5
17,904,5.0
17,1166,5.0
17,564,3.5
17,17,5.0
17,987,4.5
17,294,4.5
17,766,4.5
17,788,4.5
17,769,4.0
17,1034,5.0
17,389,4.0
17,662,4.0
17,382,4.0
17,675,4.0
17,470,4.5
17,243,4.0
17,740,3.0
17,577,3.5
17,1050,4.0
17,831,3.0
17,1062,5.0
17,1048,4.0
17,840,4.0
17,150,3.5
17,694,4.5
17,780,4.0
17,506,4.5
17,988,4.5
17,974,5.0
17,186,3.5
17,590,4.0
17,430,4.0
17,1168,4.5
17,669,4.5
17,921,4.5
17,957,4.0
17,374,3.5
17,1097,4.0
17,58,4.5
17,241,3.5
17,463,4.5
17,32,4.0
17,47,4.0
17,416,4.5
17,548,5.0
17,135,4.0
17,725,5.0
17,67,4.0
17,124,4.5
17,148,5.0
17,910,3.5
17,547,5.0
17,882,4.5
17,816,4.0
17,256,4.0
17,1021,4.5
17,460,4.0
17,45,4.5
17,563,4.0
17,515,4.5
17,1159,3.5
17,519,3.5
17,468,4.0
17,1143,4.5
17,501,3.5
17,593,4.0
17,812,4.5
17,579,4.0
17,517,3.5
17,878,4.0
18,1151,3.5
18,472,3.0
18,285,4.0
18,804,4.5
18,163,4.0
18,98,2.5
18,613,4.0
18,772,4.5
18,408,5.0
18,1155,3.5
18,40,2.5
18,976,4.5
18,1169,4.0
18,189,3.5
18,1028,4.0
18,930,4.0
18,767,4.0
18,287,3.0
18,701,4.0
18,657,2.5
18,796,4.5
18,658,4.0
18,690,4.0
18,837,4.5
18,280,4.0
18,565,5.0
18,244,4.0
18,566,4.0
18,849,2.5
18,165,4.5
18,498,3.0
18,1109,2.5
18,555,3.0
18,719,2.5
18,182,2.5
18,1070,2.5
18,207,4.0
18,942,2.0
18,37,3.0
18,208,3.5
18,1002,2.5
18,568,3.5
18,537,3.5
18,803,2.0
18,524,4.0
18,410,4.5
18,795,4.0
18,504,4.0
18,980,3.5
18,222,3.5
18,582,4.5
18,1026,4.0
